Materials,01 EN15804+A2 (EF 3.1) Klimawandel - total [kg CO2 Äquiv.],"02 EN15804+A2 (EF 3.1) Klimawandel, fossil [kg CO2 Äquiv.]",03 EN15804+A2 (EF 3.1) Klimawandel - biogen [kg CO2 Äquiv.],"04 EN15804+A2 (EF 3.1) Klimawandel, Landnutzung und Landnutzungsänderung [kg CO2 Äquiv.]",05 EN15804+A2 (EF 3.1) Ozonabbau [kg CFC-11 Äquiv.],06 EN15804+A2 (EF 3.1) Versauerung [Mole of H+ Äquiv.],"07 EN15804+A2 (EF 3.1) Eutrophierung, Frischwasser [kg P Äquiv.]","08 EN15804+A2 (EF 3.1) Eutrophierung, marine Ökosysteme [kg N Äquiv.]","09 EN15804+A2 (EF 3.1) Eutrophierung, terrestrische Ökosysteme [Mol von N-Äquiv.]","10 EN15804+A2 (EF 3.1) Fotochemisches Ozonbildungspotenzial, menschl. Gesundheit [kg NMVOC Äquiv.]","11 EN15804+A2 (EF 3.1) Ressourcenverbrauch, Mineralien und Metalle [kg Sb Äquiv.]","12 EN15804+A2 (EF 3.1) Ressourcenverbrauch, fossil [MJ]",13 EN15804+A2 (EF 3.1) Wassernutzung [m³ Weltäquiv.],01 EN15804+A2 Verbrauch von erneuerbarer Primärenergie (PERE) [MJ],02 EN15804+A2 Primärenergie zur stofflichen Nutzung (PERM) [MJ],03 EN15804+A2 Gesamtverbrauch von erneuerbarer Primärenergie (PERT) [MJ],04 EN15804+A2 Verbrauch von nicht-erneuerbarer Primärenergie (PENRE) [MJ],05 EN15804+A2 Nicht-erneuerbare Primärenergie zur stofflichen Nutzung (PENRM) [MJ],06 EN15804+A2 Gesamtverbrauch von nicht-erneuerbarer Primärenergie (PENRT) [MJ],07 EN15804+A2 Input von Sekundärwerkstoffen (SM) [kg],08 EN15804+A2 Verbrauch ern. Sekundärbrennstoffe (RSF) [MJ],09 EN15804+A2 Verbrauch nicht ern. Sekundärbrennstoffe (NRSF) [MJ],10 EN15804+A2 Frischwasserverbrauch (FW) [m3],01 EN15804+A2 Gefährlicher Abfall zur Beseitigung (HWD) [kg],02 EN15804+A2 Ungefährlicher Abfall zur Beseitigung (NHWD) [kg],03 EN15804+A2 radioaktiver Abfall zur Beseitigung (RWD) [kg],04 EN15804+A2 Komponenten für Wiederverwendung (CRU) [kg],05 EN15804+A2 Stoffe zum Recycling (MFR) [kg],06 EN15804+A2 Stoffe für die Energierückgewinnung (MER) [kg],07 EN15804+A2 Exportierte Energie elektrisch (EEE) [MJ],08 EN15804+A2 Exportierte Energie thermisch (EET) [MJ],01 EN15804+A2 Biogener Kohlenstoffgehalt im Produkt [kg],02 EN15804+A2 Biogener Kohlenstoffgehalt der Verpackung [kg],01 EN15804+A2 (EF 3.1) Feinstaub [Disease incidences],"02 EN15804+A2 (EF 3.1) Ionisierende Strahlung, Gesundheitliche Auswirkungen auf den Menschen [kBq U235 Äquiv.]","03 EN15804+A2 (EF 3.1) Ökotoxizität, Frischwasser [CTUe]","04 EN15804+A2 (EF 3.1) Humantoxizität, kanzerogen [CTUh]","05 EN15804+A2 (EF 3.1) Humantoxizität, nicht kanzerogen [CTUh]",06 EN15804+A2 (EF 3.1) Landnutzung [Pt]
BR: Prozessdampf aus Schweröl (HFO) 95 % Sphera,0.089090944,0.089091383,-5.56E-06,5.12E-06,1.45E-15,0.002597813,1.33E-08,8.88E-05,0.000973065,0.00039092,5.37E-10,1.197956143,0.000540757,0.004890011,0,0.004890011,1.197976065,0,1.197976065,0,0,0,2.78E-05,2.40E-14,0.000141468,1.43E-07,0,0,0,0,0,0,0,2.05E-08,1.08E-05,2.459668546,7.13E-11,7.93E-10,0.003714422
BR: Prozessdampf aus Steinkohle 85 % Sphera,0.1190708,0.119078694,-2.59E-05,1.80E-05,5.10E-15,0.001930919,6.06E-09,0.000168791,0.001851537,0.000542555,1.63E-10,1.184250383,0.000513963,0.003994136,0,0.003994136,1.184601512,0,1.184601512,0,0,0,3.24E-05,6.83E-13,0.000798624,4.11E-07,0,0,0,0,0,0,0,2.46E-08,4.54E-05,0.109054714,1.13E-11,6.78E-10,0.014953768
BR: Prozessdampf aus Steinkohle 90 % Sphera,0.112510778,0.112518215,-2.44E-05,1.70E-05,4.88E-15,0.00182441,5.74E-09,0.000159484,0.001749443,0.000512638,1.55E-10,1.118994746,0.000485903,0.003803205,0,0.003803205,1.119326598,0,1.119326598,0,0,0,3.07E-05,6.52E-13,0.000798462,3.92E-07,0,0,0,0,0,0,0,2.33E-08,4.32E-05,0.103064198,1.07E-11,6.41E-10,0.014151636
BR: Prozessdampf aus Steinkohle 95 % Sphera,0.106636731,0.106643759,-2.31E-05,1.61E-05,4.68E-15,0.001729039,5.46E-09,0.00015115,0.001658025,0.00048585,1.49E-10,1.060562827,0.000460778,0.00363224,0,0.00363224,1.060877419,0,1.060877419,0,0,0,2.91E-05,6.25E-13,0.000798316,3.74E-07,0,0,0,0,0,0,0,2.21E-08,4.12E-05,0.097700104,1.01E-11,6.08E-10,0.013433382
BR: Pumpen von Beton 1m3 - offener Input Beton Sphera <p-agg>,0.383368205,0.376353184,0.000397802,0.006617218,1.68E-12,0.002231744,3.58E-06,0.000462935,0.003744774,0.000950712,5.07E-08,3.228182992,0.12941551,7.995834095,0,7.995834095,3.230523262,0,3.230523262,0,0,0,0.029612509,-7.27E-10,0.004621444,0.000165996,0,0,0,0,0,0,0,2.21E-08,0.010542828,2.040025988,2.20E-10,1.55E-09,4.782998744
BR: PVC-Dachbahn Sphera,2.672682825,2.681447939,-0.015524574,0.00675946,1.32E-11,0.009455282,2.54E-05,0.002175509,0.023614387,0.008314579,3.87E-06,60.21037342,1.052212953,9.971642175,0,9.971642175,60.24552707,0,60.24552707,0,0,0,0.045476657,4.52E-07,0.422022253,0.001471811,0,0,0,0,0,0,0,7.92E-08,0.189414801,22.9993376,2.28E-09,2.13E-07,16.9678524
BR: Raffineriegas ab Raffinerie Sphera,0.466741119,0.466767319,-0.000268833,0.000242633,5.22E-14,0.002586116,8.84E-07,0.000346411,0.003799272,0.001477237,2.48E-08,56.19425958,0.005565719,0.225357569,0,0.225357569,56.19517391,0,56.19517391,0,0,0,0.000848385,5.10E-13,0.000328433,5.91E-06,0,0,0,0,0,0,0,1.61E-08,0.000426621,114.5630764,1.73E-09,2.59E-08,0.170682789
BR: Recyclingpotential Aluminium (Blech und Profile) Sphera,-10.21488516,-10.2221426,0.009446393,-0.002188951,-2.13E-12,-0.056536053,-2.19E-06,-0.006557544,-0.071601745,-0.020707072,-3.69E-07,-98.26025082,-0.835597262,-51.59348175,0,-51.59348175,-98.31358029,0,-98.31358029,0,0,0,-0.315113274,-5.45E-09,-2.645972238,-0.000370031,0,0,0,0,0,0,0,-9.09E-07,-0.038686343,-36.64149958,-3.60E-09,-6.58E-08,-4.966992969
BR: Recyclingpotential Kupferblech Sphera <p-agg>,-3.079950422,-3.088967546,0.01556532,-0.006548196,-1.29E-11,-0.059964964,-5.05E-06,-0.003040772,-0.031840126,-0.01099084,-0.002737063,-30.31205599,-2.143162725,-8.557247181,0,-8.557247181,-30.32791533,0,-30.32791533,0,0,0,-0.029807085,-8.00E-10,2.121969912,1.56E-05,0,0,0,0,0,0,0,-4.85E-07,0.000965144,-26.26055613,-1.89E-09,-5.71E-08,-39.32689669
BR: Recyclingpotential Stahl Feinblech (verzinkt) ts,-1.447022005,-1.444123407,-0.002687178,-0.00021142,8.59E-12,-0.00676238,-2.21E-06,-0.001423305,-0.014224865,-0.004593824,-2.71E-08,-12.64438733,-0.039665282,0.431769462,0,0.431769462,-12.74866228,0,-12.74866228,0,0,0,-0.000923522,1.95E-06,0.02924402,0.000283916,0,0,0,0,0,0,0,-2.82E-07,0.022907266,-2.510356799,-5.93E-10,-8.78E-08,-0.188311923
BR: Recyclingpotential Stahlfeinblech Sphera,-1.773975992,-1.775191843,-0.000545636,0.001761487,-7.74E-14,-0.003036,9.50E-08,-0.000707147,-0.008054053,-0.002576465,-3.60E-08,-13.494704,-0.075170568,2.309488974,0,2.309488974,-13.61771487,0,-13.61771487,0,0,0,0.009199126,7.55E-11,0.02698926,-5.23E-05,0,0,0,0,0,0,0,-4.66E-08,-0.011025235,-3.289284398,-2.60E-09,1.82E-09,0.989704464
BR: Recyclingpotential Stahlprofil Sphera,-1.773975992,-1.775191843,-0.000545636,0.001761487,-7.74E-14,-0.003036,9.50E-08,-0.000707147,-0.008054053,-0.002576465,-3.60E-08,-13.494704,-0.075170568,2.309488974,0,2.309488974,-13.61771487,0,-13.61771487,0,0,0,0.009199126,7.55E-11,0.02698926,-5.23E-05,0,0,0,0,0,0,0,-4.66E-08,-0.011025235,-3.289284398,-2.60E-09,1.82E-09,0.989704464
BR: Recyclingpotential Stahlprofile ts,-1.447022005,-1.444123407,-0.002687178,-0.00021142,8.59E-12,-0.00676238,-2.21E-06,-0.001423305,-0.014224865,-0.004593824,-2.71E-08,-12.64438733,-0.039665282,0.431769462,0,0.431769462,-12.74866228,0,-12.74866228,0,0,0,-0.000923522,1.95E-06,0.02924402,0.000283916,0,0,0,0,0,0,0,-2.82E-07,0.022907266,-2.510356799,-5.93E-10,-8.78E-08,-0.188311923
BR: Sand 0/2 Sphera,0.002179818,0.002080356,-6.01E-05,0.000159517,2.83E-15,1.14E-05,1.67E-08,4.36E-06,4.47E-05,9.19E-06,1.22E-10,0.026080446,0.0001928,0.011722417,0,0.011722417,0.026089725,0,0.026089725,0,0,0,3.75E-05,-7.29E-13,0.020830401,2.48E-07,0,0,0,0,0,0,0,5.14E-10,1.84E-05,0.04102762,1.41E-12,7.66E-11,0.020844489
BR: Schmierstoffe ab Raffinerie Sphera,1.112513376,1.111461124,-0.000169823,0.001222076,3.02E-13,0.008329923,3.93E-06,0.000619313,0.006781035,0.002926598,2.91E-08,48.95408081,0.029786159,1.417415347,0,1.417415347,48.9552433,0,48.9552433,0,0,0,0.005381518,-6.02E-11,0.001016531,3.05E-05,0,0,0,0,0,0,0,5.07E-08,0.001986744,98.28855136,1.54E-09,2.47E-08,0.878866421
BR: Schnittholz Kiefer (12% Feuchte / 10.7% Wassergehalt) 1m³ Sphera,-806.0360656,86.29913744,-895.9611375,3.625934445,1.26E-10,0.696585146,0.000645713,0.301692029,3.15312131,0.804342539,7.06E-06,1020.079549,9.420102001,10030.67597,0,10030.67597,1020.570733,0,1020.570733,0,0,0,2.099319996,-4.67E-08,0.527420005,0.012173146,0,0,0,0,0,0,0,0.000119731,0.803560618,1141.26586,5.76E-08,6.14E-07,240494.1322
"BR: Schnittholz Teak (12 % Feuchte / 10,7 % Wassergehalt) 1m³ Sphera",-671.3374368,107.1728749,-788.4912652,9.98095342,1.04E-10,0.714139822,0.001047089,0.320870012,3.301113627,0.768364188,6.43E-06,1343.777443,8.346253445,8701.895494,0,8701.895494,1344.085661,0,1344.085661,0,0,0,1.889508851,-4.01E-08,0.517804803,0.010302597,0,0,0,0,0,0,0,0.000105809,0.664616605,2388.096953,5.44E-08,8.05E-07,1403.82078
BR: Schotter Körnung 16-32 mm Sphera,0.005745206,0.005493303,-9.74E-05,0.000349337,1.20E-14,2.74E-05,4.87E-08,8.57E-06,8.52E-05,1.84E-05,4.83E-10,0.061691235,0.003076802,0.058581146,0,0.058581146,0.061712267,0,0.061712267,0,0,0,0.000257767,-4.57E-12,3.99E-05,1.21E-06,0,0,0,0,0,0,0,7.06E-10,8.37E-05,0.088474295,2.93E-12,6.15E-11,0.065138471
BR: Schwefel (Element) ab Raffinerie Sphera,0.642829914,0.642302792,-0.000122383,0.000649505,1.59E-13,0.004713167,2.17E-06,0.000366586,0.004020145,0.001719476,1.81E-08,32.37430613,0.015925586,0.745635607,0,0.745635607,32.37501788,0,32.37501788,0,0,0,0.002833287,-2.89E-11,0.000558293,1.62E-05,0,0,0,0,0,0,0,2.87E-08,0.00106045,65.21532335,1.01E-09,1.60E-08,0.466565161
"BR: Schweres Heizöl ab Raffinerie (2,5 Gew.-% Schwefel) Sphera",0.326344803,0.326368942,-0.000218954,0.000194815,4.18E-14,0.001632554,5.04E-07,0.000261235,0.002849882,0.001078276,2.01E-08,45.71518122,0.004054454,0.180287049,0,0.180287049,45.71592286,0,45.71592286,0,0,0,0.000669072,-3.44E-12,0.000263275,4.74E-06,0,0,0,0,0,0,0,1.04E-08,0.000342548,93.26808983,1.40E-09,2.09E-08,0.137028709
BR: Splitt Körnung 2-15 mm Sphera,0.005745206,0.005493303,-9.74E-05,0.000349337,1.20E-14,2.74E-05,4.87E-08,8.57E-06,8.52E-05,1.84E-05,4.83E-10,0.061691235,0.003076802,0.058581146,0,0.058581146,0.061712267,0,0.061712267,0,0,0,0.000257767,-4.57E-12,3.99E-05,1.21E-06,0,0,0,0,0,0,0,7.06E-10,8.37E-05,0.088474295,2.93E-12,6.15E-11,0.065138471
BR: Stabparkett Sphera,-17.2949441,2.140134135,-19.71045214,0.275373907,-2.19E-13,0.031656401,1.55E-05,0.016250527,0.185790222,0.04184772,1.08E-08,36.85206931,2.072329232,585.5421932,0,585.5421932,36.85399756,0,36.85399756,0,0,0,-0.023942789,2.87E-09,0.157908766,-0.000225332,0,0,0,0,0,0,0,3.25E-07,-0.003543116,69.46775203,1.20E-09,3.34E-08,20.43891915
BR: Steinkohle Mix Sphera,0.19558568,0.195781626,-0.000612293,0.000416347,9.09E-14,0.001762466,1.33E-07,0.000753193,0.008270471,0.002072402,3.04E-09,27.50753789,0.011252985,0.079544092,0,0.079544092,27.515668,0,27.515668,0,0,0,0.000475219,9.53E-12,0.000199792,8.11E-06,0,0,0,0,0,0,0,3.46E-08,0.00070227,2.469767528,2.07E-11,6.84E-10,0.337662851
"BR: Steinzeugfliesen, glasiert Sphera",0.249455932,0.248372476,-0.000310901,0.001394356,1.10E-13,0.000470868,3.01E-07,0.000177361,0.001851964,0.000450137,5.00E-09,4.082202186,0.02426538,0.503924323,0,0.503924323,4.082493305,0,4.082493305,0,0,0,0.002201588,2.01E-10,0.003145528,1.07E-05,0,0,0,0,0,0,0,3.06E-09,0.000718652,0.45150049,2.63E-11,3.21E-10,0.368659426
"BR: Steinzeugfliesen, unglasiert Sphera",0.278762223,0.27767398,-0.000318206,0.00140645,1.06E-13,0.000483851,3.03E-07,0.00018131,0.001893956,0.000463559,5.19E-09,4.593872896,0.023264236,0.50821342,0,0.50821342,4.594181769,0,4.594181769,0,0,0,0.002200663,2.30E-10,0.000528505,1.06E-05,0,0,0,0,0,0,0,3.15E-09,0.000702751,0.464019847,2.69E-11,3.20E-10,0.369285205
BR: Strom aus Atomkraft Sphera,0.004647243,0.004643073,1.51E-06,2.66E-06,8.16E-15,3.92E-05,3.48E-08,1.31E-05,8.66E-05,2.49E-05,1.07E-09,11.69566508,0.002214526,0.005751695,0,0.005751695,11.69840997,0,11.69840997,0,0,0,0.000814068,2.05E-12,3.52E-05,0.004069444,0,0,0,0,0,0,0,2.93E-10,0.253995809,0.391596185,4.96E-12,6.16E-11,0.004093544
BR: Strom aus Biogas Sphera,0.331161266,0.185871726,0.144328836,0.000960703,5.96E-13,0.004376946,5.77E-05,0.001533439,0.014663731,0.002675248,8.48E-07,1.435038159,0.015055365,32.73968675,0,32.73968675,1.470528057,0,1.470528057,0,0,0,0.008240522,1.28E-10,0.022594835,3.89E-05,0,0,0,0,0,0,0,3.31E-08,0.004620403,23.73993452,3.67E-10,-1.12E-08,66.92181313
BR: Strom aus Biomasse (fest) Sphera,0.123252768,0.070353791,0.002347704,0.050551273,5.16E-14,0.003320404,2.49E-05,0.00186366,0.01033203,0.002174747,9.97E-08,0.69738912,0.06352009,12.22208704,0,12.22208704,0.711477163,0,0.711477163,0,0,0,0.003887803,4.90E-11,0.016688982,7.93E-06,0,0,0,0,0,0,0,4.30E-08,0.000881931,0.844642224,2.96E-10,7.55E-09,33.61768449
BR: Strom aus Braunkohle Sphera,1.255450546,1.255729429,-0.000398363,0.00011948,3.83E-14,0.019179508,2.66E-08,0.001473863,0.016125026,0.004859506,2.62E-09,12.39003837,0.005722108,0.065059909,0,0.065059909,12.39007805,0,12.39007805,0,0,0,0.002880029,1.63E-11,0.002513052,3.16E-07,0,0,0,0,0,0,0,2.06E-07,5.40E-05,57.11356604,1.52E-10,6.38E-09,0.591161704
BR: Strom aus Erdgas Sphera,0.646874753,0.646884971,-3.67E-05,2.65E-05,5.44E-15,0.001190977,1.10E-08,0.000572591,0.006271031,0.001580061,4.39E-09,10.68231704,0.00268699,0.009141448,0,0.009141448,10.68269892,0,10.68269892,0,0,0,0.001032247,6.85E-10,0.000883053,8.93E-07,0,0,0,0,0,0,0,7.92E-09,0.000125214,0.256121269,1.40E-10,2.77E-10,0.013038754
BR: Strom aus Kohlegas Sphera,0.976945422,0.977008451,-0.00019803,0.000135001,3.06E-14,0.004267648,4.35E-08,0.002187157,0.02395906,0.005696982,1.01E-09,8.917354758,0.005777172,0.026320968,0,0.026320968,8.919991704,0,8.919991704,0,0,0,0.001134391,3.22E-12,0.000548859,2.69E-06,0,0,0,0,0,0,0,2.15E-08,0.000233447,0.801622765,5.45E-11,2.27E-10,0.109852834
BR: Strom aus Photovoltaik Sphera,0.025118641,0.025261143,-0.000157313,1.48E-05,1.00E-10,0.000119223,4.98E-08,2.45E-05,0.000260052,7.38E-05,3.46E-07,0.284869351,0.005370863,21.38214623,0,21.38214623,0.285333976,0,0.285333976,0,0,0,0.000151462,7.46E-09,0.00967521,6.83E-06,0,0,0,0,0,0,0,2.16E-09,0.000566674,0.091977137,1.42E-11,9.11E-10,0.119089861
BR: Strom aus Schweröl (HFO) Sphera,0.941532822,0.941538398,-5.96E-05,5.40E-05,1.31E-14,0.027461533,1.40E-07,0.000938368,0.010284872,0.004132015,5.62E-09,12.66127812,0.00857659,0.050650948,0,0.050650948,12.66148536,0,12.66148536,0,0,0,0.001613703,8.54E-15,0.000558048,1.39E-06,0,0,0,0,0,0,0,2.16E-07,0.000102905,26.00092273,7.53E-10,8.38E-09,0.038479393
BR: Strom aus Steinkohle Sphera,1.058560788,1.058633068,-0.00023173,0.00015945,3.96E-14,0.017178389,5.24E-08,0.001501323,0.016468729,0.004825794,1.30E-09,10.52926403,0.007106168,0.032735503,0,0.032735503,10.53237912,0,10.53237912,0,0,0,0.001466117,5.43E-12,0.002925409,3.35E-06,0,0,0,0,0,0,0,2.19E-07,0.00037372,0.967831887,1.00E-10,6.02E-09,0.13087302
BR: Strom aus Wasserkraft Sphera,0.165569278,0.165565239,2.93E-06,1.11E-06,4.79E-15,3.41E-06,1.67E-09,7.59E-07,8.28E-06,2.21E-06,1.48E-08,0.010454976,0.059476213,4.34301041,0,4.34301041,0.010473716,0,0.010473716,0,0,0,0.027339677,2.00E-13,0.00056213,2.63E-07,0,0,0,0,0,0,0,6.39E-11,2.62E-05,0.003860529,9.02E-11,4.58E-11,0.002624177
BR: Strom aus Wasserkraft Sphera,0.165569278,0.165565239,2.93E-06,1.11E-06,4.79E-15,3.41E-06,1.67E-09,7.59E-07,8.28E-06,2.21E-06,1.48E-08,0.010454976,0.059476213,4.34301041,0,4.34301041,0.010473716,0,0.010473716,0,0,0,0.027339677,2.00E-13,0.00056213,2.63E-07,0,0,0,0,0,0,0,6.39E-11,2.62E-05,0.003860529,9.02E-11,4.58E-11,0.002624177
BR: Strom aus Windkraft Sphera,0.010062046,0.010033953,2.18E-05,6.26E-06,5.19E-14,3.20E-05,1.54E-08,6.78E-06,7.39E-05,2.11E-05,7.88E-08,0.130677913,0.002280467,9.024790809,0,9.024790809,0.13078115,0,0.13078115,0,0,0,6.84E-05,-6.96E-09,0.001266934,3.94E-06,0,0,0,0,0,0,0,3.09E-10,0.000737386,0.040562073,2.65E-10,1.10E-10,0.065079396
BR: Strom aus Windkraft Sphera,0.010062046,0.010033953,2.18E-05,6.26E-06,5.19E-14,3.20E-05,1.54E-08,6.78E-06,7.39E-05,2.11E-05,7.88E-08,0.130677913,0.002280467,9.024790809,0,9.024790809,0.13078115,0,0.13078115,0,0,0,6.84E-05,-6.96E-09,0.001266934,3.94E-06,0,0,0,0,0,0,0,3.09E-10,0.000737386,0.040562073,2.65E-10,1.10E-10,0.065079396
"BR: Strom Mix (Energieträger, generisch) Sphera <u-so>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR: Strom Mix 1kv-60kv Sphera,0.250931916,0.246340266,0.00026038,0.00433127,1.10E-12,0.001460778,2.34E-06,0.000303012,0.002451125,0.000622284,3.32E-08,2.112992504,0.084708334,5.233636862,0,5.233636862,2.114524317,0,2.114524317,0,0,0,0.019382733,-4.76E-10,0.003024945,0.000108652,0,0,0,0,0,0,0,1.45E-08,0.00690076,1.335289738,1.44E-10,1.01E-09,3.130690087
BR: Strom Mix Sphera,0.284431515,0.279226876,0.00029514,0.004909498,1.25E-12,0.001655793,2.66E-06,0.000343464,0.002778352,0.000705359,3.76E-08,2.395078587,0.09601696,5.932331306,0,5.932331306,2.396814899,0,2.396814899,0,0,0,0.021970343,-5.39E-10,0.003428778,0.000123157,0,0,0,0,0,0,0,1.64E-08,0.007822017,1.513551919,1.63E-10,1.15E-09,3.54863956
BR: Strom Mix Sphera,0.284431515,0.279226876,0.00029514,0.004909498,1.25E-12,0.001655793,2.66E-06,0.000343464,0.002778352,0.000705359,3.76E-08,2.395078587,0.09601696,5.932331306,0,5.932331306,2.396814899,0,2.396814899,0,0,0,0.021970343,-5.39E-10,0.003428778,0.000123157,0,0,0,0,0,0,0,1.64E-08,0.007822017,1.513551919,1.63E-10,1.15E-09,3.54863956
BR: Thermische Energie aus Biomasse (fest) Sphera,0.01053903,0.006324102,-0.000249691,0.004464619,5.31E-15,0.000293473,2.20E-06,0.000164655,0.00091316,0.000192265,8.82E-09,0.062556682,0.005304828,1.079789987,0,1.079789987,0.063802076,0,0.063802076,0,0,0,0.00020144,4.41E-12,0.002015044,7.40E-07,0,0,0,0,0,0,0,3.80E-09,8.18E-05,0.074916455,2.62E-11,6.69E-10,2.969320174
BR: Thermische Energie aus Braunkohle Sphera,0.105386719,0.105409787,-3.31E-05,1.01E-05,4.06E-15,0.001608657,2.46E-09,0.000123661,0.001352927,0.000407726,2.41E-10,1.040071988,0.000217528,0.005862807,0,0.005862807,1.040076644,0,1.040076644,0,0,0,0.000119836,1.46E-12,0.00065727,7.11E-08,0,0,0,0,0,0,0,1.73E-08,8.96E-06,4.789987167,1.28E-11,5.37E-10,0.049883605
BR: Thermische Energie aus Erdgas Sphera,0.06786376,0.067864748,-3.78E-06,2.79E-06,7.66E-16,0.000124951,1.21E-09,6.01E-05,0.000657807,0.00016575,4.65E-10,1.120520138,5.36E-05,0.001051776,0,0.001051776,1.120560487,0,1.120560487,0,0,0,2.90E-06,7.19E-11,0.000176312,1.04E-07,0,0,0,0,0,0,0,8.31E-10,1.41E-05,0.026932278,1.47E-11,2.95E-11,0.001437653
BR: Thermische Energie aus Heizöl el (LFO) Sphera,0.085459764,0.085459878,-5.41E-06,5.29E-06,1.50E-15,0.000315692,1.55E-08,8.37E-05,0.000918029,0.000237359,5.27E-10,1.17032093,0.000416607,0.005135399,0,0.005135399,1.17034052,0,1.17034052,0,0,0,2.57E-05,3.75E-14,0.000141533,1.47E-07,0,0,0,0,0,0,0,2.35E-09,1.11E-05,2.384676059,4.60E-11,5.38E-10,0.003843436
BR: Thermische Energie aus Heizöl s (HFO) Sphera,0.084638322,0.084638732,-5.27E-06,4.86E-06,1.39E-15,0.002467926,1.26E-08,8.43E-05,0.000924423,0.000371378,5.10E-10,1.138076951,0.000513768,0.004652987,0,0.004652987,1.138095901,0,1.138095901,0,0,0,2.64E-05,2.45E-14,0.000141118,1.36E-07,0,0,0,0,0,0,0,1.94E-08,1.03E-05,2.336690904,6.77E-11,7.53E-10,0.003534343
BR: Thermische Energie aus Steinkohle Sphera,0.101346407,0.101353067,-2.20E-05,1.53E-05,4.51E-15,0.001643145,5.20E-09,0.000143644,0.001575691,0.000461724,1.43E-10,1.007937484,0.000438149,0.003478264,0,0.003478264,1.00823653,0,1.00823653,0,0,0,2.77E-05,6.00E-13,0.000798185,3.59E-07,0,0,0,0,0,0,0,2.10E-08,3.95E-05,0.092869058,9.64E-12,5.77E-10,0.012786504
"BR: Transport, Klein-LKW (bis zu 14 t Gesamtgewicht, 9,3t Nutzlast) Sphera",0.15371114,0.14289032,-0.00538664,0.01620746,8.29E-15,0.001251536,1.27E-06,0.00064412,0.006901068,0.001159986,7.06E-09,1.918246306,0.000711211,0.178732215,0,0.178732215,1.952606871,0,1.952606871,0,0,0,0.000178331,4.49E-12,0.000284356,1.66E-06,0,0,0,0,0,0,0,7.37E-09,0.000143068,3.302575487,5.29E-11,1.07E-09,1.705190729
"BR: Transport, Lastwagen (bis zu 7,5 t Gesamtgewicht, 3,3t Nutzlast) Sphera",0.299132592,0.278066908,-0.010486567,0.031552251,1.61E-14,0.002500099,2.47E-06,0.001286686,0.013799352,0.002325268,1.37E-08,3.734390819,0.001384566,0.347951116,0,0.347951116,3.801283053,0,3.801283053,0,0,0,0.000347169,8.74E-12,0.000553576,3.22E-06,0,0,0,0,0,0,0,1.54E-08,0.000278521,6.429506423,1.03E-10,2.08E-09,3.319619896
"BR: Transport, Lastzug (40 t Gesamtgewicht, 24,7t Nutzlast) Sphera",0.091684964,0.085228921,-0.00321384,0.009669883,4.95E-15,0.000731698,7.58E-07,0.000376676,0.004031671,0.00068443,4.21E-09,1.144486416,0.000424331,0.106637292,0,0.106637292,1.164987016,0,1.164987016,0,0,0,0.000106398,2.68E-12,0.000169656,9.88E-07,0,0,0,0,0,0,0,4.98E-09,8.54E-05,1.970442345,3.16E-11,6.37E-10,1.017370721
"BR: Transport, LKW (26 t Gesamtgewicht, 17,3t Nutzlast) Sphera",0.121345331,0.112798159,-0.004254811,0.012801982,6.55E-15,0.000951902,1.00E-06,0.000489786,0.005240661,0.000893422,5.57E-09,1.515188457,0.000561772,0.141177381,0,0.141177381,1.542329253,0,1.542329253,0,0,0,0.00014086,3.55E-12,0.000224607,1.31E-06,0,0,0,0,0,0,0,6.70E-09,0.000113007,2.6087026,4.19E-11,8.44E-10,1.346899667
BR: Transportbeton C12/15 Sphera,0.076589682,0.075969076,-8.34E-05,0.000704049,1.88E-14,0.000188221,9.41E-08,7.04E-05,0.000752435,0.000177498,1.00E-09,0.34619458,0.00575653,0.088512944,0,0.088512944,0.347240544,0,0.347240544,0,0,0,0.000413454,-6.37E-12,0.033572204,1.85E-06,0,0,0,0,0,0,0,2.32E-09,0.00012608,0.504114904,1.39E-11,6.27E-10,0.115929834
BR: Transportbeton C20/25 Sphera,0.078293652,0.077665512,-8.06E-05,0.000708781,1.86E-14,0.000198011,9.35E-08,7.52E-05,0.000804665,0.000186023,9.82E-10,0.367482606,0.006331215,0.087430585,0,0.087430585,0.368348955,0,0.368348955,0,0,0,0.000426915,-6.26E-12,0.032522685,1.84E-06,0,0,0,0,0,0,0,2.43E-09,0.000125269,0.508284682,1.39E-11,6.25E-10,0.115746135
BR: Transportbeton C25/30 Sphera,0.085816127,0.085152431,-7.91E-05,0.000742808,2.02E-14,0.000215051,9.94E-08,8.15E-05,0.000872438,0.000202351,1.07E-09,0.394649618,0.006478398,0.094870541,0,0.094870541,0.395756179,0,0.395756179,0,0,0,0.000454279,-6.84E-12,0.032050513,2.00E-06,0,0,0,0,0,0,0,2.61E-09,0.00013575,0.550707061,1.51E-11,6.79E-10,0.122939355
